"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
231608,"7475","high","low",425,375,"no","Argon-Industries","no",2,2.1579235725174
231609,"5052","high","low",600,400,"no","MasterAlloys","no",2,1.98275602181534
231610,"7055","high","high",575,475,"uncertain","Argon-Industries","no",4,1.93620967151548
231611,"7068","high","low",450,375,"no","L27","no",2,2.1307770348805
231612,"7075-T6","high","low",600,375,"no","Argon-Industries","no",5,1.93664650401795
231613,"2024-T3","med","high",400,475,"uncertain","Argon-Industries","no",5,1.86682645909776
231614,"2024-T3","high","med",600,500,"no","Argon-Industries","no",2,2.04840557461045
231615,"2024-X","low","med",575,475,"no","L27","no",2,1.70429112777012
231616,"5052","high","low",475,450,"yes","Argon-Industries","no",5,2.03307115903803
231617,"2224","high","med",425,425,"no","MasterAlloys","no",5,2.01597018462989
231618,"2024-T3","low","low",425,475,"no","L27","no",2,1.9200158850635
231619,"2024-X","med","low",600,325,"no","MasterAlloys","no",5,1.8019444744972
231620,"7475","med","high",575,300,"no","L27","no",2,1.81893348937958
231621,"7068","high","med",475,450,"no","L27","no",1,2.19091502984316
231622,"2024-X","high","med",575,300,"yes","Argon-Industries","no",4,1.78861186020266
231623,"2224","high","low",600,325,"no","MasterAlloys","no",2,1.91202492541321
231624,"7055","low","low",425,425,"no","Argon-Industries","no",4,2.15940770023946
231625,"2024-X","high","med",575,375,"no","L27","no",3,1.99137315161651
231626,"7068","low","med",550,400,"no","L27","no",5,2.11578784719684
231627,"7055","med","low",500,475,"no","Argon-Industries","no",5,1.77796658389883
231628,"5052","high","low",500,300,"no","Argon-Industries","no",2,2.0011495527854
231629,"2224","high","med",575,300,"yes","MasterAlloys","no",4,1.75687487272726
231630,"2024-X","high","low",550,325,"no","Argon-Industries","no",2,2.06878008943477
231631,"6061","high","med",550,450,"no","MasterAlloys","no",2,2.09685571247759
231632,"5052","low","low",550,500,"no","Argon-Industries","no",2,1.9132872215844
231633,"2324","low","low",575,300,"uncertain","L27","no",2,1.91347769600677
231634,"7068","high","low",600,400,"no","Argon-Industries","no",5,2.04759281737607
231635,"5052","med","high",400,475,"no","Argon-Industries","no",1,1.89138411051964
231636,"2024-T3","low","low",425,375,"no","Argon-Industries","no",2,1.86992698313357
231637,"7475","med","low",400,450,"no","Argon-Industries","no",2,1.96324775565834
231638,"7475","low","high",525,350,"yes","MasterAlloys","no",2,1.88994470541631
231639,"5052","high","high",525,375,"yes","Argon-Industries","no",2,1.83324004894284
231640,"7068","low","low",425,425,"no","Argon-Industries","no",2,2.07602480781682
231641,"7055","low","high",425,300,"no","Argon-Industries","no",2,2.06957777682242
231642,"2324","med","high",500,400,"no","Argon-Industries","yes",4,1.98363591067942
231643,"2024-X","high","low",500,375,"no","Argon-Industries","no",5,1.90284128853427
231644,"6063","med","med",475,375,"no","Argon-Industries","no",2,1.97566573328166
231645,"7068","low","med",550,300,"yes","MasterAlloys","no",2,1.82883239958097
231646,"2324","low","low",425,500,"no","L27","no",2,1.71100516176493
231647,"7475","high","med",400,500,"yes","Argon-Industries","no",5,1.97137928967562
231648,"2024-T3","low","high",525,400,"no","Argon-Industries","no",4,1.98121902348749
231649,"7055","high","low",575,475,"no","MasterAlloys","no",2,1.97400147169444
231650,"7075-T6","high","high",400,325,"yes","L27","no",2,2.03325520641418
231651,"6063","high","low",400,425,"no","Argon-Industries","no",5,2.08841230026876
231652,"7075-T6","low","low",475,475,"no","Argon-Industries","no",2,2.02636673831696
231653,"2024-X","high","low",500,325,"no","Argon-Industries","no",2,1.86582005513983
231654,"5052","high","high",400,300,"no","MasterAlloys","no",2,2.09218035195006
231655,"7475","med","high",600,350,"no","Argon-Industries","no",2,1.95749270274588
231656,"2024-X","high","low",450,375,"no","MasterAlloys","yes",5,1.88797532577273
231657,"6063","high","high",500,375,"no","L27","no",2,1.95352998297166
231658,"6061","high","high",425,350,"no","Argon-Industries","no",1,2.06683591190413
231659,"2324","low","low",475,500,"no","L27","no",5,1.65406149602591
231660,"2224","high","med",550,375,"no","Argon-Industries","no",2,1.74414776434112
231661,"7075-T6","low","high",550,500,"no","Argon-Industries","no",2,1.84294069165437
231662,"6063","med","med",475,300,"yes","L27","no",1,2.02382690727016
231663,"6063","high","med",525,450,"no","L27","yes",5,2.17317872807068
231664,"6063","med","low",575,450,"no","MasterAlloys","no",2,1.96050332666971
231665,"6061","high","med",450,375,"no","L27","no",2,2.05862810261589
231666,"7068","high","med",500,500,"no","MasterAlloys","no",2,1.92509461055643
231667,"2324","high","med",500,425,"no","MasterAlloys","no",5,1.83740782125302
231668,"2324","high","high",400,450,"uncertain","Argon-Industries","yes",5,1.63148825259645
231669,"2024-X","high","med",500,300,"yes","Argon-Industries","no",5,2.08365685592861
231670,"2024-X","low","low",600,375,"no","L27","no",4,1.88589797640649
231671,"7475","high","low",425,425,"yes","Argon-Industries","no",5,2.06145972412329
231672,"7475","high","low",550,375,"no","Argon-Industries","no",2,1.81372548240352
231673,"5052","low","low",575,425,"no","Argon-Industries","no",2,1.97956299502031
231674,"6061","low","low",525,375,"uncertain","L27","no",2,1.73894834462213
231675,"7475","low","low",550,350,"yes","L27","no",2,1.92959964590451
231676,"7475","high","high",575,475,"no","L27","no",2,2.06227485395954
231677,"7075-T6","high","low",575,350,"no","Argon-Industries","no",1,1.80185325826517
231678,"2024-T3","med","med",575,400,"no","Argon-Industries","no",2,1.88224599113106
231679,"2024-X","med","low",425,475,"no","Argon-Industries","no",5,2.02329743821067
231680,"7475","high","low",425,325,"no","L27","no",5,2.10522818649668
231681,"6061","low","high",400,475,"no","Argon-Industries","no",4,1.9679268378473
231682,"5052","low","high",425,400,"no","L27","no",2,2.03899704465915
231683,"7075-T6","low","high",400,375,"no","Argon-Industries","no",2,1.67146131361081
231684,"5052","high","high",525,350,"no","Argon-Industries","no",2,1.75086447603649
231685,"2224","high","low",575,375,"uncertain","L27","yes",2,2.03730866774511
231686,"6061","high","low",450,425,"uncertain","MasterAlloys","no",2,2.13310755689369
231687,"2224","low","high",425,400,"yes","L27","no",2,1.8045051660562
231688,"2024-T3","low","high",500,400,"no","MasterAlloys","yes",2,1.91505048088794
231689,"2024-T3","med","high",600,425,"no","Argon-Industries","no",5,2.1070731485604
231690,"7475","high","low",400,425,"no","MasterAlloys","no",5,1.92655604250308
231691,"2024-T3","low","med",475,350,"no","MasterAlloys","no",2,1.92764011687687
231692,"2324","low","low",425,425,"no","L27","no",1,1.79316109069796
231693,"2224","low","high",475,475,"no","Argon-Industries","no",5,1.89371882366218
231694,"6061","med","high",450,475,"no","MasterAlloys","no",2,2.079881124944
231695,"7055","low","high",425,500,"no","MasterAlloys","no",5,1.87744694427088
231696,"6061","high","low",550,400,"no","Argon-Industries","no",2,1.82643051742792
231697,"6063","med","low",550,450,"no","Argon-Industries","no",2,2.02090149783789
231698,"2024-X","high","low",500,325,"yes","Argon-Industries","no",1,1.81854407249627
231699,"7068","high","med",500,375,"uncertain","L27","yes",2,2.00300013986569
231700,"2024-T3","low","low",550,475,"no","Argon-Industries","no",2,2.09258199055399
231701,"2024-T3","high","low",575,350,"no","Argon-Industries","no",2,1.82685962341877
231702,"7075-T6","high","med",600,325,"yes","Argon-Industries","no",2,2.15348649547294
231703,"2324","high","low",525,425,"no","L27","no",4,1.54304739281502
231704,"2324","med","med",450,325,"no","MasterAlloys","no",5,1.9656610769119
231705,"2224","high","med",575,400,"no","Argon-Industries","no",4,1.98386372431728
231706,"2324","high","low",575,450,"no","MasterAlloys","no",2,2.28889305825814
231707,"6063","low","med",425,325,"no","L27","yes",5,1.96549992516935
231708,"5052","low","low",400,325,"no","L27","no",5,2.00324128061407
231709,"5052","med","low",550,475,"no","Argon-Industries","no",2,2.12484438762416
231710,"7075-T6","med","high",550,325,"no","MasterAlloys","no",1,1.9860985853848
231711,"7075-T6","low","low",425,475,"no","MasterAlloys","no",2,1.88931614054215
231712,"6061","low","low",500,375,"no","Argon-Industries","no",5,1.82898395713042
231713,"5052","med","med",425,325,"no","Argon-Industries","no",5,2.03650828622203
231714,"2324","low","med",550,450,"yes","Argon-Industries","no",2,1.79402208406038
231715,"2024-X","low","high",525,325,"no","L27","no",2,1.96718793306283
231716,"6063","med","high",450,325,"no","Argon-Industries","no",5,1.96271979682186
231717,"6061","high","med",525,325,"no","Argon-Industries","no",2,1.88046769509948
231718,"2024-T3","low","high",500,375,"no","MasterAlloys","no",4,2.18526364315476
231719,"6063","low","low",450,300,"uncertain","MasterAlloys","no",2,1.99079447091683
231720,"7075-T6","low","high",450,375,"yes","MasterAlloys","no",2,1.93563191684246
231721,"7075-T6","med","high",425,350,"yes","Argon-Industries","no",2,2.08156315259537
231722,"2324","med","med",525,450,"no","Argon-Industries","no",1,1.87927951565109
231723,"2024-X","high","med",575,375,"no","Argon-Industries","no",2,2.17093037817495
231724,"2024-T3","low","low",600,450,"no","Argon-Industries","no",2,1.92587113318126
231725,"2324","med","high",575,325,"no","L27","no",2,1.76596596602033
231726,"6063","med","med",550,300,"no","L27","no",3,2.0663538589533
231727,"2024-T3","med","low",500,400,"no","L27","no",5,2.09808104185128
231728,"7475","med","med",575,325,"yes","L27","no",1,1.89270570681868
231729,"7055","low","med",525,300,"yes","L27","no",4,1.78183677835467
231730,"7475","med","high",475,500,"no","L27","no",5,2.00720818013883
231731,"2024-T3","high","low",575,400,"no","L27","no",2,1.89997768484397
231732,"6063","low","low",450,300,"no","MasterAlloys","no",2,1.87902811379744
231733,"2224","low","med",550,475,"no","L27","no",2,1.99392831978637
231734,"7068","low","low",525,475,"no","Argon-Industries","no",5,1.93424601463126
231735,"2224","low","low",475,425,"no","MasterAlloys","no",2,2.02713341190583
231736,"6061","med","high",500,375,"yes","Argon-Industries","no",5,2.03430766750136
231737,"2324","low","low",400,375,"no","Argon-Industries","yes",5,1.40645803418791
231738,"7055","high","low",450,500,"yes","MasterAlloys","no",5,2.18467478430782
231739,"7475","high","low",425,450,"yes","L27","no",2,1.89705719919343
231740,"2024-X","high","high",550,425,"no","Argon-Industries","no",5,1.78287256704916
231741,"2324","high","med",425,350,"no","Argon-Industries","no",5,2.15540620997051
231742,"2024-X","high","med",550,400,"no","Argon-Industries","no",4,1.97860994840926
231743,"2224","high","high",575,475,"no","Argon-Industries","no",4,1.86253898448964
231744,"6063","med","high",550,325,"no","Argon-Industries","no",5,1.6420186538759
231745,"2324","high","low",575,500,"no","L27","no",2,1.84264660440332
231746,"2024-X","high","low",450,500,"no","MasterAlloys","no",2,1.94472814941866
231747,"7475","high","low",600,450,"no","L27","no",2,1.90815072593336
231748,"2324","high","low",525,425,"no","Argon-Industries","no",2,1.86083786577468
231749,"5052","med","low",425,400,"no","L27","no",5,2.04326511904122
231750,"6061","med","med",425,300,"no","L27","no",2,1.89143515279642
231751,"6061","high","low",425,400,"no","L27","no",5,1.99673391545637
231752,"7055","med","low",550,450,"no","Argon-Industries","no",2,1.85557644105259
231753,"5052","high","low",550,400,"no","Argon-Industries","no",5,1.87876310011908
231754,"2324","low","low",500,450,"no","L27","no",5,1.49295571280776
231755,"7075-T6","low","low",500,500,"yes","L27","no",1,2.02712720741084
231756,"6061","med","low",550,400,"no","Argon-Industries","no",1,2.15922297818694
231757,"5052","med","low",450,425,"no","MasterAlloys","no",5,1.89810853845864
231758,"5052","high","low",600,375,"no","L27","no",2,1.74036724972588
231759,"2224","low","high",475,400,"yes","L27","yes",5,1.64476421372602
231760,"2024-X","high","med",425,475,"no","Argon-Industries","no",2,1.81824145903208
231761,"7075-T6","low","med",425,475,"no","Argon-Industries","no",2,1.79532456795048
231762,"5052","low","low",500,325,"no","L27","yes",2,1.88969937816374
231763,"7068","med","med",525,300,"no","MasterAlloys","no",2,2.02030334077692
231764,"2324","low","low",575,450,"no","Argon-Industries","no",5,1.85714636527312
231765,"2224","low","high",525,400,"no","L27","no",3,2.04118874881914
231766,"2024-X","med","low",475,425,"no","Argon-Industries","no",2,1.88610361142711
231767,"2024-X","high","low",550,300,"no","Argon-Industries","no",5,1.74476770441393
231768,"6063","med","low",575,500,"no","MasterAlloys","no",2,1.69687890088389
231769,"2324","high","low",450,425,"no","Argon-Industries","no",2,2.10474591065981
231770,"7475","high","high",600,450,"no","L27","no",5,2.25241354423026
231771,"7475","high","med",475,425,"no","Argon-Industries","no",2,2.05817811831741
231772,"5052","low","high",400,350,"no","L27","no",2,1.63436070887271
231773,"7075-T6","high","low",450,375,"no","L27","no",2,2.04605036788296
231774,"5052","high","low",500,425,"no","Argon-Industries","no",3,2.02788093465262
231775,"2024-X","low","med",400,425,"no","Argon-Industries","no",2,1.92158183858767
231776,"7475","high","low",575,350,"no","Argon-Industries","no",2,1.93042059885552
231777,"6063","high","med",575,350,"no","L27","no",4,1.93974609256553
231778,"7475","med","low",550,300,"no","MasterAlloys","no",1,2.06411365511698
231779,"6061","low","med",475,400,"no","MasterAlloys","no",2,1.93424469139574
231780,"7475","high","low",500,500,"no","Argon-Industries","no",2,2.02648378649242
231781,"7475","med","low",400,350,"no","Argon-Industries","no",2,2.06788442465805
231782,"7068","med","low",600,375,"no","Argon-Industries","no",2,2.02183967950647
231783,"5052","high","high",475,325,"no","L27","no",2,2.05846890725759
231784,"7055","high","low",550,300,"uncertain","L27","no",1,1.78406769990313
231785,"2024-T3","low","med",450,325,"no","L27","no",2,2.11590987630987
231786,"2024-X","med","high",575,475,"no","Argon-Industries","no",2,2.1217938464373
231787,"2024-X","high","low",450,425,"no","L27","no",5,1.84685768603537
231788,"7475","med","high",425,475,"no","Argon-Industries","yes",2,1.81198122122356
231789,"2024-X","low","high",450,500,"uncertain","L27","no",4,2.06172400690018
231790,"2224","high","low",600,325,"yes","Argon-Industries","no",2,1.96855013012818
231791,"2324","high","high",575,325,"no","MasterAlloys","no",4,1.92132517641885
231792,"5052","high","low",475,475,"yes","Argon-Industries","no",2,2.12289987691924
231793,"2024-X","high","low",550,350,"no","L27","no",3,2.16478397385836
231794,"7475","high","low",475,375,"no","Argon-Industries","no",4,2.09109047768047
231795,"5052","med","low",450,350,"no","Argon-Industries","no",2,1.75507278362433
231796,"6061","high","med",475,450,"yes","L27","no",2,1.56876317221879
231797,"2024-T3","high","med",600,475,"no","L27","no",2,1.98110372727327
231798,"2324","low","med",575,350,"yes","Argon-Industries","no",4,1.75928863262564
231799,"2024-X","high","low",400,475,"uncertain","L27","no",2,1.99889982819197
231800,"2324","high","med",475,475,"no","Argon-Industries","no",2,2.16345287525735
231801,"2024-X","low","low",475,300,"yes","L27","no",2,1.8590048215572
231802,"7075-T6","low","low",500,400,"no","Argon-Industries","no",2,2.00592285378515
231803,"7075-T6","high","low",550,300,"yes","L27","no",2,1.64379306695789
231804,"7068","high","low",500,350,"no","MasterAlloys","no",2,2.03020636380087
231805,"2324","high","high",425,425,"no","Argon-Industries","no",2,1.61619075560564
231806,"2324","med","low",525,375,"no","Argon-Industries","no",4,1.85711443051336
231807,"7055","high","low",400,300,"no","Argon-Industries","no",2,2.05634871917187
231808,"6063","low","high",550,425,"no","L27","yes",2,1.84865308718024
231809,"7075-T6","high","high",525,500,"no","Argon-Industries","no",3,2.17641550458331
231810,"2024-T3","low","low",575,350,"no","Argon-Industries","no",2,1.90333103948038
231811,"6061","high","low",550,500,"no","L27","no",5,1.74927942321047
231812,"6063","high","low",500,450,"no","L27","no",1,1.86454745512028
231813,"2024-T3","low","low",425,475,"yes","MasterAlloys","no",4,1.53120183975534
231814,"2324","high","low",550,400,"no","L27","no",4,1.89013471469764
231815,"7055","med","med",600,425,"no","Argon-Industries","no",2,1.79269565722821
231816,"6061","high","low",575,475,"no","L27","no",2,1.8332324622173
231817,"2324","low","low",475,450,"no","L27","no",2,1.86135852518743
231818,"7055","high","low",425,375,"no","Argon-Industries","yes",5,1.9920755632808
231819,"7075-T6","med","low",550,500,"no","L27","no",5,2.07293068858405
231820,"7475","high","low",500,350,"no","L27","yes",2,1.79751895858443
231821,"6063","high","high",400,300,"uncertain","Argon-Industries","no",2,1.97035907241785
231822,"7068","med","high",400,400,"uncertain","L27","no",4,1.76806463634818
231823,"7475","med","high",525,400,"no","L27","no",2,2.0892734932419
231824,"5052","med","low",525,450,"uncertain","L27","no",2,1.80802597716822
231825,"6063","med","low",550,500,"no","Argon-Industries","yes",1,1.92184989551031
231826,"7055","med","med",425,300,"no","MasterAlloys","no",2,2.02810264986242
231827,"7055","high","high",500,325,"yes","Argon-Industries","no",5,1.80831226870893
231828,"7068","high","high",500,325,"no","Argon-Industries","no",5,1.71894387178493
231829,"7055","high","low",500,450,"uncertain","L27","no",2,2.18098922089847
231830,"7475","high","low",450,450,"no","Argon-Industries","no",2,2.16057544106376
231831,"7055","high","high",475,300,"yes","L27","no",2,2.03023725209724
231832,"2224","high","low",400,375,"no","Argon-Industries","no",1,1.72186458988254
231833,"5052","high","low",450,450,"yes","Argon-Industries","no",5,1.86558094803281
231834,"7068","low","low",575,375,"no","Argon-Industries","no",2,2.09931343639462
231835,"2024-T3","high","low",450,475,"no","Argon-Industries","no",2,1.90322811150724
231836,"6061","low","med",600,475,"yes","MasterAlloys","no",2,1.57681329486384
231837,"7075-T6","high","low",400,475,"no","L27","no",5,2.01947609821894
231838,"7075-T6","low","high",475,325,"no","Argon-Industries","no",1,2.04432079826453
231839,"6061","high","low",400,450,"no","Argon-Industries","no",4,1.92331450361039
231840,"6061","high","high",600,300,"no","Argon-Industries","no",5,1.92570433528763
231841,"7068","high","low",475,325,"no","MasterAlloys","no",2,1.95870432285364
231842,"5052","high","low",400,375,"yes","MasterAlloys","no",4,1.83190097095687
231843,"2024-X","low","low",400,400,"no","MasterAlloys","no",2,1.92487215229727
231844,"2224","med","low",600,500,"no","MasterAlloys","no",1,1.93076574446431
231845,"7475","low","low",525,425,"no","MasterAlloys","no",2,1.79752130612418
231846,"2024-T3","med","med",575,400,"no","Argon-Industries","no",4,1.91017934749815
231847,"7068","med","high",400,500,"no","Argon-Industries","no",3,1.93773317093754
231848,"6061","high","low",600,375,"no","Argon-Industries","no",3,1.70906710757266
231849,"6061","med","low",400,475,"no","MasterAlloys","no",5,2.05709424178289
231850,"2324","low","high",500,300,"no","L27","no",2,1.88071594528449
231851,"7475","high","high",575,425,"no","MasterAlloys","no",2,1.92371357293497
231852,"5052","low","low",475,375,"uncertain","MasterAlloys","no",2,1.79919724837939
231853,"5052","low","low",425,350,"no","Argon-Industries","no",2,1.94639738921683
231854,"2324","low","low",425,425,"no","Argon-Industries","no",2,2.0120881112345
231855,"7068","high","low",600,400,"yes","Argon-Industries","no",4,2.01033077685477
231856,"7075-T6","high","med",525,300,"yes","L27","no",2,1.90527455479359
231857,"5052","high","med",600,325,"no","L27","no",3,2.06136473675416
231858,"7475","high","low",500,500,"no","L27","no",2,1.96358626020047
231859,"7475","high","med",425,375,"no","L27","no",2,2.01973160395981
231860,"2224","med","low",475,400,"no","L27","no",2,1.9116370804405
231861,"2024-X","high","low",600,425,"no","Argon-Industries","no",1,1.95115699430181
231862,"7475","low","low",525,425,"yes","Argon-Industries","no",5,1.98748708442373
231863,"7055","med","low",450,425,"yes","Argon-Industries","no",2,2.23891789390904
231864,"2324","med","low",600,375,"uncertain","Argon-Industries","no",4,1.80257528625436
231865,"2324","med","med",400,475,"no","Argon-Industries","no",2,1.91569104769144
231866,"2024-X","low","med",500,325,"no","L27","no",1,1.77679629124646
231867,"2024-T3","high","high",550,350,"no","Argon-Industries","no",2,1.70358844048478
231868,"7475","med","low",400,400,"no","Argon-Industries","no",2,1.91407053610515
231869,"2324","low","high",450,325,"no","L27","no",2,1.74937618496122
231870,"2324","med","low",500,500,"no","Argon-Industries","no",2,2.09664764827513
231871,"5052","low","med",600,400,"no","Argon-Industries","no",2,1.90501274415099
231872,"7075-T6","low","high",525,325,"no","L27","no",2,1.94524941381393
231873,"7068","med","low",550,350,"no","MasterAlloys","no",2,1.71643376820765
231874,"6063","med","high",600,300,"no","MasterAlloys","no",4,1.68407989074861
231875,"6063","high","low",475,400,"uncertain","MasterAlloys","no",5,1.99822938202403
231876,"2324","med","low",525,350,"no","MasterAlloys","no",5,1.92011837230044
231877,"2024-X","high","med",500,350,"yes","MasterAlloys","no",4,2.0803769643572
231878,"2024-T3","med","med",500,375,"no","Argon-Industries","no",5,2.03022466954926
231879,"7475","med","high",525,425,"no","MasterAlloys","yes",2,2.09619301137966
231880,"6061","med","med",425,475,"no","MasterAlloys","no",4,1.80352899824435
231881,"2024-X","high","low",425,400,"yes","MasterAlloys","no",5,2.04140462558931
231882,"2224","high","low",600,300,"no","Argon-Industries","no",5,2.00679878823436
231883,"7068","high","low",450,400,"no","Argon-Industries","no",2,1.83191283545091
231884,"2024-X","low","low",400,300,"no","Argon-Industries","no",1,2.06457378513278
231885,"5052","high","low",575,450,"no","Argon-Industries","no",2,2.01896115062121
231886,"2324","high","low",550,375,"no","Argon-Industries","yes",2,1.91680594580477
231887,"2024-X","high","low",550,450,"no","MasterAlloys","yes",4,2.04020488591171
231888,"2024-X","high","low",500,350,"no","Argon-Industries","no",5,1.98520487746542
231889,"6063","high","high",525,500,"no","MasterAlloys","no",2,1.95990700049679
231890,"5052","low","high",550,325,"uncertain","Argon-Industries","no",3,1.86193216576458
231891,"2224","high","low",425,450,"no","L27","no",1,1.9039114198462
231892,"2024-X","high","low",425,400,"no","MasterAlloys","no",2,1.86267744950442
231893,"7475","low","high",575,325,"uncertain","L27","no",5,2.16059926383474
231894,"6061","low","med",575,400,"no","L27","no",3,1.9234807941133
231895,"7075-T6","high","low",550,450,"no","Argon-Industries","no",4,1.81116832714803
231896,"7475","high","low",525,450,"yes","Argon-Industries","no",4,1.99295368091339
231897,"6061","high","high",600,475,"no","MasterAlloys","no",2,2.16281452986003
231898,"2024-X","high","med",400,300,"uncertain","Argon-Industries","no",5,1.84113531232746
231899,"6061","med","low",475,325,"no","Argon-Industries","no",2,1.65386373202545
231900,"7075-T6","high","low",400,475,"no","L27","no",5,1.95795774540936
231901,"2324","high","low",475,425,"yes","L27","no",2,1.83820688027668
231902,"2224","med","high",500,500,"no","MasterAlloys","yes",1,1.84164881629826
231903,"6063","high","low",500,425,"no","L27","no",5,1.89296087073402
231904,"7075-T6","high","low",525,350,"no","L27","no",2,2.16719273064682
231905,"2024-X","med","high",550,375,"yes","L27","no",5,1.93904618302719
231906,"2024-T3","med","med",425,375,"no","Argon-Industries","no",3,1.94778459633361
231907,"5052","med","med",600,500,"no","Argon-Industries","no",2,2.00238749933159
231908,"6061","med","low",400,300,"no","L27","no",2,1.87146902684956
231909,"2224","low","med",550,350,"uncertain","Argon-Industries","no",2,1.98584022385614
231910,"7068","high","low",450,325,"no","MasterAlloys","no",3,2.01511414161269
231911,"7475","high","high",475,325,"no","Argon-Industries","no",2,1.79907196084522
231912,"7475","high","low",475,475,"uncertain","Argon-Industries","no",2,1.96716160801645
231913,"2324","high","low",475,400,"uncertain","Argon-Industries","no",2,1.76617453314907
231914,"7075-T6","low","low",600,475,"no","Argon-Industries","no",5,2.12907693682879
231915,"6061","low","low",500,300,"no","Argon-Industries","no",1,2.12281468958473
231916,"7075-T6","low","low",425,375,"no","L27","no",5,1.69200276950246
231917,"2224","low","low",525,400,"no","Argon-Industries","no",2,2.07215935648086
231918,"2224","low","high",500,325,"no","Argon-Industries","yes",5,1.78745784365386
231919,"6063","high","med",425,300,"no","MasterAlloys","no",2,2.00841633685808
231920,"7075-T6","low","med",425,400,"no","Argon-Industries","no",1,2.1928652971575
231921,"6063","med","med",600,325,"no","L27","no",5,1.83696799617732
231922,"7475","high","high",525,350,"yes","L27","no",2,1.97494984779462
231923,"7068","low","low",575,350,"no","L27","no",4,1.94926751487775
231924,"6061","med","low",475,325,"no","Argon-Industries","no",2,2.01655425637289
231925,"5052","high","low",400,425,"no","Argon-Industries","no",5,1.67820455707135
231926,"6063","high","high",525,300,"no","Argon-Industries","no",3,1.86201882366731
231927,"5052","med","low",450,400,"no","Argon-Industries","no",4,1.89929103624273
231928,"7055","low","low",550,300,"uncertain","Argon-Industries","no",4,2.13015452166559
231929,"6061","med","med",575,350,"no","MasterAlloys","no",5,2.06152529866939
231930,"7075-T6","high","low",475,400,"uncertain","Argon-Industries","no",5,1.98775319108203
231931,"5052","low","high",575,400,"uncertain","MasterAlloys","no",1,2.10859404229621
231932,"5052","high","high",425,300,"no","Argon-Industries","no",2,1.82720963155363
231933,"2324","low","low",425,400,"no","MasterAlloys","no",2,2.05333050152122
231934,"7055","high","high",450,425,"no","Argon-Industries","no",5,2.08758335025291
231935,"6061","low","med",550,350,"no","MasterAlloys","no",2,2.0303560232558
231936,"7068","med","low",475,350,"no","Argon-Industries","no",2,2.02238579512513
231937,"2024-X","low","high",525,300,"yes","Argon-Industries","no",2,1.84181668131468
231938,"6061","low","high",475,325,"no","L27","no",2,1.86041874794527
231939,"5052","high","med",575,475,"yes","Argon-Industries","no",2,1.95545780039435
231940,"2024-T3","med","high",425,325,"uncertain","MasterAlloys","no",5,2.11443761467024
231941,"2224","high","low",450,475,"yes","Argon-Industries","no",3,1.94522163786738
231942,"6063","low","high",425,375,"no","L27","no",4,1.82125549808867
231943,"7068","med","low",425,325,"no","L27","yes",2,2.09825354427779
231944,"6063","high","low",500,400,"uncertain","Argon-Industries","no",2,1.80718446520728
231945,"2024-X","high","low",600,300,"uncertain","L27","no",4,2.07858491827974
231946,"6061","high","low",600,375,"no","Argon-Industries","no",2,1.81949073957207
231947,"2224","high","low",475,325,"no","Argon-Industries","no",4,2.16739047642894
231948,"2024-X","med","high",425,500,"no","Argon-Industries","yes",5,1.67198684689342
231949,"6061","high","low",550,325,"no","L27","no",5,1.93223434052425
231950,"2324","low","high",475,500,"yes","Argon-Industries","no",1,2.02513107542565
231951,"5052","med","high",425,400,"yes","Argon-Industries","no",5,2.1124168458988
231952,"2224","high","low",525,425,"no","L27","no",1,1.84746841251015
231953,"7068","high","med",425,375,"no","Argon-Industries","no",4,1.87593926165623
231954,"2024-T3","high","low",575,350,"yes","Argon-Industries","no",5,1.98965072767224
231955,"2224","low","high",425,425,"no","Argon-Industries","no",2,1.88677483083275
231956,"7475","high","med",425,375,"no","L27","no",5,2.19943440261565
231957,"2024-T3","med","low",575,425,"no","MasterAlloys","no",4,1.87372308140791
231958,"7475","med","high",575,425,"uncertain","Argon-Industries","no",2,2.04767213921774
231959,"7055","high","low",600,350,"no","L27","no",5,2.05420532570543
231960,"7075-T6","high","high",525,450,"yes","L27","no",2,1.96786657767702
231961,"6061","low","med",550,475,"no","Argon-Industries","no",5,1.93598868667166
231962,"7475","high","low",450,300,"no","Argon-Industries","no",2,2.00394456891089
231963,"7075-T6","med","med",425,500,"yes","Argon-Industries","no",5,2.0735043058441
231964,"2224","low","low",525,500,"no","Argon-Industries","no",2,1.98971148966649
231965,"6061","med","med",525,400,"no","Argon-Industries","no",2,2.02564508022778
231966,"7075-T6","med","low",475,425,"no","L27","no",2,1.79612635505487
231967,"7068","high","med",525,400,"no","L27","yes",2,2.05236078069107
231968,"2024-X","med","low",600,500,"yes","Argon-Industries","no",2,2.05371123959489
231969,"7475","med","med",575,450,"yes","Argon-Industries","no",2,1.78141723248414
231970,"5052","high","med",400,325,"no","Argon-Industries","no",5,2.07723624330624
231971,"2024-T3","med","med",525,300,"no","MasterAlloys","no",2,2.15782413044897
231972,"6061","high","med",475,350,"no","MasterAlloys","no",5,2.2038907073663
231973,"2024-T3","high","high",575,400,"no","Argon-Industries","no",5,2.03923416868036
231974,"2324","med","med",600,375,"no","L27","no",5,1.79112998148116
231975,"7055","med","high",475,450,"no","MasterAlloys","no",2,2.31533494456352
231976,"7055","med","high",425,300,"no","MasterAlloys","no",5,1.63498147751163
